Date, Time, System Timestamp,Angle Pitch, Angle Roll, Angle Yaw, Pitch Reference, Roll Reference, Yaw Reference, Ang.vel. Pitch, Ang.vel. Roll, Ang.vel. Yaw, Total acc. X, Total acc. Y, Total acc. Z, Trans. acc. X, Trans. acc. Y, Trans. acc. Z, Total acc., Height, dHeight, Height reference, dHeight reference,Latitude, Longitude, Height, Speed x, Speed y, Horizontal accuracy, GPS Status,Battery 1, Battery 2, Status, FlightMode,Pressure, Temp. Gyro, Temp. ADC,Pitch, Roll, Yaw, Thrust,debug1,debug2,debug3,debug4
17.7.2015,30:37.1,34,0.382,-0.914,176.671,0.659,-0.843,177.002,-30,-5,-19,0.011,0.015,-0.965,0.004,-0.002,0.001,0.965,0.407,0.012,0.382,-1.004,39.6805841,-75.7523083,3.733,-0.01,-0.01,0.61,-8957,11.763,0,0,7,137,32481,13989,0,0,0,1,0,0,0,0
17.7.2015,30:37.2,34,0.403,-0.879,176.669,0.67,-0.808,177.002,34,6,-22,0.012,0.014,-0.968,0.003,-0.001,-0.003,0.968,0.402,0.009,0.369,-1.368,39.6805841,-75.7523083,3.733,-0.01,-0.01,0.61,-8957,11.762,0,0,7,134,32481,13988,0,0,0,1,0,0,0,0
17.7.2015,30:37.2,34,0.403,-0.879,176.669,0.67,-0.808,177.002,34,6,-22,0.012,0.014,-0.968,0.003,-0.001,-0.003,0.968,0.402,0.009,0.369,-1.368,39.6805841,-75.7523083,3.742,0,-0.01,0.61,-8957,11.761,0,0,7,134,32481,13988,0,0,0,1,0,0,0,0
17.7.2015,30:37.4,34,0.403,-0.879,176.669,0.67,-0.808,177.002,34,6,-22,0.012,0.014,-0.968,0.003,-0.001,-0.003,0.968,0.402,0.009,0.369,-1.368,39.6805841,-75.7523083,3.745,0,-0.02,0.61,-8957,11.761,0,0,7,134,32481,13988,0,0,0,1,0,0,0,0
17.7.2015,30:37.5,34,0.388,-0.883,176.724,0.412,-0.717,176.942,-23,11,20,0.007,0.013,-0.966,0.002,-0.002,-0.002,0.966,0.404,0.008,0.366,-0.946,39.6805841,-75.7523083,3.745,0,-0.02,0.61,-8957,11.761,0,0,7,132,32481,13987,0,0,0,1,0,0,0,0
17.7.2015,30:37.5,34,0.387,-0.854,176.732,0.223,-0.762,176.942,39,-4,-7,0.004,0.013,-0.966,-0.002,0,-0.002,0.966,0.4,0.006,0.371,-0.864,39.6805841,-75.7523082,3.747,-0.01,0,0.61,-8957,11.764,0,0,7,133,32481,13987,0,0,0,1,0,0,0,0
17.7.2015,30:37.6,34,0.387,-0.854,176.732,0.223,-0.762,176.942,39,-4,-7,0.004,0.013,-0.966,-0.002,0,-0.002,0.966,0.4,0.006,0.371,-0.864,39.6805841,-75.7523082,3.747,-0.01,0,0.61,-8957,11.765,0,0,7,133,32481,13987,0,0,0,1,0,0,0,0
17.7.2015,30:37.9,34,0.301,-0.82,176.755,0.04,-0.9,176.832,7,20,45,0.001,0.016,-0.963,-0.003,0.002,0.001,0.963,0.4,0.006,0.371,-0.889,39.6805841,-75.7523082,3.747,-0.01,0,0.61,-8957,11.762,0,0,7,133,32481,13987,0,0,0,1,0,0,0,0
17.7.2015,30:38.0,34,0.274,-0.827,176.751,0.235,-0.734,177.772,-13,14,2,0.004,0.013,-0.965,0.001,-0.001,0,0.965,0.392,0.002,0.361,-0.059,39.680584,-75.7523082,3.753,-0.01,-0.01,0.61,-8957,11.762,0,0,7,133,32481,13986,0,0,0,1,0,0,0,0
17.7.2015,30:38.1,34,0.277,-0.798,176.769,-0.057,-0.808,176.672,-60,34,-10,-0.001,0.014,-0.964,-0.004,0.003,0,0.964,0.389,0,0.363,0.03,39.680584,-75.7523082,3.753,-0.01,-0.01,0.61,-8957,11.764,0,0,7,135,32481,13986,0,0,0,1,0,0,0,0
17.7.2015,30:38.2,34,0.251,-0.817,176.77,0.16,-0.722,176.782,1,-26,-43,0.003,0.013,-0.963,0,-0.001,0.001,0.963,0.392,0.001,0.505,1.425,39.680584,-75.7523082,3.763,0,-0.02,0.61,-8957,11.76,0,0,7,117,32481,13986,0,0,0,1,0,0,0,0
17.7.2015,30:45.6,34,0.206,-0.781,176.766,0.218,-0.745,175.792,-19,-12,-21,0.004,0.013,-0.965,0.001,0.001,-0.001,0.965,0.407,0.009,0.369,-1.369,39.680584,-75.7523082,3.763,0,-0.02,0.61,-8957,11.763,0,0,7,135,32481,13986,0,0,0,1,0,0,0,0
17.7.2015,30:45.7,34,0.206,-0.781,176.766,0.218,-0.745,175.792,-19,-12,-21,0.004,0.013,-0.965,0.001,0.001,-0.001,0.965,0.407,0.009,0.369,-1.369,39.6805826,-75.7523111,4.008,-0.03,0.01,0.61,-8957,11.765,0,0,7,133,32481,13981,0,0,0,1,0,0,0,0
17.7.2015,30:45.7,34,0.206,-0.781,176.766,0.218,-0.745,175.792,-19,-12,-21,0.004,0.013,-0.965,0.001,0.001,-0.001,0.965,0.407,0.009,0.369,-1.369,39.6805825,-75.752311,4.007,0.02,-0.03,0.61,-8957,11.763,0,0,7,134,32481,13981,0,0,0,1,0,0,0,0
17.7.2015,30:45.8,34,0.712,-0.728,176.829,0.596,-0.567,176.832,37,30,-24,0.01,0.01,-0.964,-0.002,-0.001,0,0.964,0.39,0.003,0.367,0.018,39.6805825,-75.752311,4.007,0.02,-0.03,0.61,-8957,11.764,0,0,7,133,32481,13981,0,0,0,1,0,0,0,0
17.7.2015,30:45.9,34,0.655,-0.673,176.829,0.556,-0.762,176.392,-32,1,-40,0.01,0.013,-0.963,-0.001,0.003,0.001,0.963,0.387,0.002,0.443,0.795,39.6805825,-75.752311,4.016,0.01,0.02,0.61,-8957,11.764,0,0,7,136,32481,13981,0,0,0,1,0,0,0,0
17.7.2015,30:46.0,34,0.66,-0.702,176.829,0.653,-0.831,176.672,-43,20,-28,0.011,0.015,-0.964,0,0.001,-0.001,0.964,0.394,0.005,0.446,0.913,39.6805825,-75.752311,4.016,0.01,0.02,0.61,-8957,11.761,0,0,7,137,32481,13980,0,0,0,1,0,0,0,0
17.7.2015,30:46.0,34,0.66,-0.733,176.827,0.911,-0.831,176.672,-15,-33,-4,0.016,0.015,-0.966,0.004,0,-0.002,0.966,0.392,0.005,0.361,-0.873,39.6805825,-75.752311,4.016,0.01,0.02,0.61,-8957,11.764,0,0,7,131,32481,13980,0,0,0,1,0,0,0,0
17.7.2015,30:46.1,34,0.677,-0.765,176.827,0.59,-0.814,177.492,-22,7,-29,0.01,0.014,-0.965,-0.002,0,0,0.965,0.39,0.004,0.373,0.128,39.6805825,-75.752311,4.016,0.01,0.02,0.61,-8957,11.765,0,0,7,135,32481,13980,0,0,0,1,0,0,0,0
17.7.2015,30:46.2,34,0.677,-0.765,176.827,0.59,-0.814,177.492,-22,7,-29,0.01,0.014,-0.965,-0.002,0,0,0.965,0.39,0.004,0.373,0.128,39.6805823,-75.7523111,4.025,-0.01,-0.03,0.61,-8957,11.761,0,0,7,131,32481,13980,0,0,0,1,0,0,0,0
17.7.2015,30:46.2,34,0.701,-0.765,176.841,0.596,-0.653,176.012,70,36,-24,0.01,0.011,-0.962,-0.004,-0.002,0.003,0.962,0.386,0.003,0.367,-0.103,39.6805823,-75.7523111,4.025,-0.01,-0.03,0.61,-8957,11.764,0,0,7,132,32481,13980,0,0,0,1,0,0,0,0
17.7.2015,30:46.3,34,0.671,-0.753,176.843,0.378,-0.825,176.672,9,-42,90,0.007,0.014,-0.963,-0.004,0.001,0.001,0.963,0.389,0.003,0.498,1.273,39.6805824,-75.7523111,4.021,0,0.02,0.61,-8957,11.762,0,0,7,115,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.4,34,0.641,-0.743,176.846,0.579,-0.831,175.842,21,-18,5,0.01,0.015,-0.964,0,0.002,0,0.964,0.402,0.01,0.499,1.309,39.6805824,-75.7523111,4.021,0,0.02,0.61,-8957,11.763,0,0,7,132,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.4,34,0.614,-0.766,176.828,0.527,-0.785,175.952,-5,23,7,0.009,0.014,-0.963,-0.001,0,0.002,0.963,0.403,0.01,0.365,-1.33,39.6805824,-75.7523111,4.021,0,0.02,0.61,-8957,11.763,0,0,7,131,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.5,34,0.584,-0.759,176.811,0.43,-0.843,176.612,20,8,-4,0.007,0.015,-0.97,-0.001,0.002,-0.005,0.97,0.399,0.009,0.363,-0.251,39.6805824,-75.7523111,4.021,0,0.02,0.61,-8957,11.765,0,0,7,135,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.6,34,0.549,-0.767,176.807,0.395,-0.676,176.722,-32,-1,12,0.007,0.012,-0.964,0,-0.001,0.002,0.964,0.396,0.008,0.369,0.017,39.6805822,-75.7523111,4.052,0.01,0.01,0.61,-8957,11.764,0,0,7,131,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.6,34,0.515,-0.746,176.778,0.241,-0.78,176.892,-53,-15,52,0.004,0.014,-0.965,-0.001,0.001,0,0.965,0.393,0.006,0.363,-0.085,39.6805822,-75.7523111,4.052,0.01,0.01,0.61,-8957,11.761,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.7,34,0.493,-0.76,176.781,0.624,-0.55,176.672,40,4,5,0.011,0.01,-0.962,0.007,-0.003,0.001,0.962,0.391,0.003,0.444,0.834,39.6805822,-75.7523111,4.052,0.01,0.01,0.61,-8957,11.764,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.8,34,0.517,-0.748,176.779,0.561,-0.653,176.612,27,-10,7,0.01,0.011,-0.962,0.003,-0.001,0.001,0.962,0.402,0.009,0.461,0.954,39.6805821,-75.7523111,4.085,-0.02,-0.01,0.61,-8957,11.763,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.8,34,0.491,-0.73,176.78,0.08,-0.653,176.722,49,102,-4,0.001,0.011,-0.963,-0.003,-0.001,0.001,0.963,0.4,0.008,0.364,-1.014,39.6805821,-75.7523111,4.085,-0.02,-0.01,0.61,-8957,11.764,0,0,7,134,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:46.9,34,0.46,-0.705,176.779,0.092,-0.768,175.792,39,-38,-2,0.002,0.013,-0.962,-0.002,0.002,0.001,0.962,0.396,0.005,0.363,-0.015,39.6805821,-75.7523111,4.085,-0.02,-0.01,0.61,-8957,11.766,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.0,34,0.428,-0.725,176.739,0.315,-0.642,176.672,-16,-10,20,0.005,0.011,-0.962,0.001,-0.001,0.001,0.962,0.392,0.004,0.355,-0.061,39.6805819,-75.7523111,4.115,0.01,0.01,0.61,-8957,11.764,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.1,34,0.447,-0.745,176.738,0.607,-0.888,176.722,-51,0,31,0.011,0.015,-0.964,0.004,0.002,-0.001,0.964,0.389,0.002,0.47,1.159,39.6805819,-75.7523111,4.115,0.01,0.01,0.61,-8957,11.764,0,0,7,134,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.2,34,0.447,-0.763,176.738,0.447,-0.705,176.722,-69,-28,-17,0.008,0.012,-0.96,0,-0.002,0.004,0.96,0.398,0.007,0.468,1.059,39.6805818,-75.752311,4.139,0.02,0.01,0.61,-8957,11.762,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.2,34,0.476,-0.752,176.738,0.401,-0.814,176.672,-3,17,37,0.007,0.014,-0.964,-0.002,0.001,-0.001,0.964,0.396,0.005,0.362,-1.052,39.6805818,-75.752311,4.139,0.02,0.01,0.61,-8957,11.765,0,0,7,137,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.3,34,0.445,-0.732,176.738,0.183,-0.545,175.732,6,1,-13,0.003,0.009,-0.967,-0.004,-0.003,-0.004,0.967,0.392,0.004,0.357,-0.061,39.6805818,-75.752311,4.139,0.02,0.01,0.61,-8957,11.764,0,0,7,138,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.4,34,0.423,-0.702,176.71,0.384,-0.424,176.722,40,0,54,0.007,0.007,-0.962,0,-0.004,0.002,0.962,0.389,0.002,0.363,0.043,39.6805817,-75.752311,4.171,-0.03,-0.01,0.61,-8957,11.765,0,0,7,132,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.4,34,0.396,-0.688,176.695,0.298,-0.676,176.282,25,8,41,0.005,0.012,-0.966,0,0.002,-0.001,0.966,0.386,0.002,0.363,0.048,39.6805817,-75.752311,4.171,-0.03,-0.01,0.61,-8957,11.764,0,0,7,134,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:47.5,34,0.389,-0.681,176.679,0.395,-0.751,176.282,-42,-26,24,0.007,0.013,-0.965,0.001,0.003,0,0.965,0.391,0.005,0.471,1.1,39.6805816,-75.7523109,4.199,0.01,0.03,0.61,-8957,11.765,0,0,7,130,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:47.6,34,0.359,-0.713,176.667,0.315,-0.785,176.562,-72,-11,-20,0.005,0.014,-0.964,0,0,0.001,0.964,0.4,0.009,0.415,-0.042,39.6805816,-75.7523109,4.199,0.01,0.03,0.61,-8957,11.766,0,0,7,134,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:47.6,34,0.359,-0.713,176.667,0.315,-0.785,176.562,-72,-11,-20,0.005,0.014,-0.964,0,0,0.001,0.964,0.4,0.009,0.415,-0.042,39.6805816,-75.7523109,4.199,0.01,0.03,0.61,-8957,11.766,0,0,7,134,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:47.7,34,0.291,-0.722,176.613,0.206,-0.768,176.502,8,-9,25,0.004,0.013,-0.965,0.001,0.001,0.001,0.965,0.391,0.005,0.358,-0.015,39.6805816,-75.7523109,4.199,0.01,0.03,0.61,-8957,11.762,0,0,7,132,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:47.8,34,0.268,-0.727,176.615,0.092,-0.722,176.502,-7,9,47,0.002,0.013,-0.964,-0.001,0,0.001,0.964,0.388,0.003,0.368,0.154,39.6805815,-75.7523109,4.224,0,0.02,0.61,-8957,11.764,0,0,7,136,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:47.8,34,0.253,-0.694,176.612,0.298,-0.579,175.512,-37,40,11,0.005,0.01,-0.963,0.002,0,0.002,0.963,0.386,0.002,0.367,0.103,39.6805815,-75.7523109,4.224,0,0.02,0.61,-8957,11.764,0,0,7,135,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:47.9,34,0.244,-0.668,176.594,-0.006,-0.734,176.342,28,18,-29,0,0.013,-0.967,-0.003,0.003,-0.002,0.967,0.396,0.007,0.496,1.278,39.6805814,-75.7523108,4.246,0,0.01,0.61,-8957,11.761,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.0,34,0.203,-0.71,176.588,-0.212,-0.888,176.502,-35,24,35,-0.004,0.015,-0.965,-0.005,0.002,0.001,0.965,0.402,0.011,0.363,-1.313,39.6805814,-75.7523108,4.246,0,0.01,0.61,-8957,11.762,0,0,7,135,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.1,34,0.173,-0.738,176.568,0.046,-0.734,175.682,-31,-6,0,0.001,0.013,-0.968,0.001,-0.001,-0.003,0.968,0.398,0.008,0.356,-0.417,39.6805814,-75.7523108,4.246,0,0.01,0.61,-8957,11.764,0,0,7,135,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.1,34,0.142,-0.705,176.549,-0.023,-0.705,176.612,5,16,27,0,0.012,-0.965,0,-0.001,0.001,0.965,0.394,0.007,0.359,-0.005,39.6805814,-75.7523108,4.246,0,0.01,0.61,-8957,11.765,0,0,7,135,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.2,34,0.112,-0.702,176.549,-0.12,-0.596,176.502,36,21,-37,-0.002,0.01,-0.964,0,-0.002,0.002,0.964,0.391,0.004,0.368,0.112,39.6805813,-75.7523108,4.264,0,-0.01,0.61,-8957,11.764,0,0,7,132,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.2,34,0.08,-0.694,176.548,-0.235,-0.78,176.282,-56,36,-8,-0.004,0.014,-0.967,-0.001,0.002,-0.001,0.967,0.403,0.011,0.749,3.85,39.6805813,-75.7523108,4.264,0,-0.01,0.61,-8957,11.765,0,0,7,118,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:48.3,34,0.05,-0.682,176.511,-0.309,-0.676,176.172,-52,1,-3,-0.005,0.012,-0.967,-0.001,0.001,0,0.967,0.443,0.033,0.745,3.788,39.6805812,-75.7523107,4.281,0.01,0,0.61,-8957,11.764,0,0,7,135,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:48.4,34,0.019,-0.654,176.499,-0.413,-0.481,176.282,10,7,-53,-0.007,0.008,-0.966,-0.003,-0.002,0.001,0.966,0.447,0.035,0.362,-3.888,39.6805812,-75.7523107,4.281,0.01,0,0.61,-8957,11.76,0,0,7,132,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:48.4,34,-0.012,-0.657,176.464,-0.372,-0.825,176.282,-6,11,43,-0.006,0.014,-0.969,-0.002,0.003,-0.001,0.969,0.439,0.03,0.361,-0.082,39.6805812,-75.7523107,4.281,0.01,0,0.61,-8957,11.764,0,0,7,136,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:48.5,34,-0.043,-0.672,176.456,-0.424,-0.562,176.282,-40,-28,4,-0.007,0.01,-0.968,-0.002,-0.002,-0.001,0.968,0.433,0.025,0.367,0.059,39.6805812,-75.7523107,4.281,0.01,0,0.61,-8957,11.764,0,0,7,133,32481,13977,0,0,0,1,0,0,0,0
17.7.2015,30:48.6,34,-0.098,-0.629,176.452,-0.47,-0.436,176.392,23,7,58,-0.008,0.008,-0.971,0,-0.003,-0.002,0.971,0.422,0.02,0.384,0.151,39.6805811,-75.7523106,4.287,0.01,-0.01,0.61,-8957,11.764,0,0,7,134,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.7,34,-0.129,-0.605,176.445,-0.47,-0.315,177.052,46,13,-34,-0.008,0.005,-0.966,0,-0.004,0.003,0.966,0.427,0.022,0.462,0.982,39.6805811,-75.7523106,4.287,0.01,-0.01,0.61,-8957,11.762,0,0,7,134,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.7,34,-0.159,-0.594,176.451,-0.78,-0.55,175.172,-15,39,-23,-0.014,0.01,-0.967,-0.005,0.001,0.001,0.967,0.428,0.022,0.362,-0.955,39.680581,-75.7523105,4.297,0,0,0.61,-8957,11.765,0,0,7,134,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.8,34,-0.193,-0.602,176.434,-0.613,-0.78,176.122,-12,1,-19,-0.011,0.014,-0.969,-0.001,0.002,-0.002,0.97,0.422,0.017,0.367,-0.928,39.680581,-75.7523105,4.297,0,0,0.61,-8957,11.764,0,0,7,133,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.9,34,-0.227,-0.585,176.418,-0.653,-0.178,175.952,-33,35,26,-0.011,0.003,-0.971,-0.001,-0.006,-0.001,0.971,0.416,0.015,0.36,-0.016,39.680581,-75.7523105,4.297,0,0,0.61,-8957,11.76,0,0,7,135,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:48.9,34,-0.269,-0.542,176.381,-0.648,-0.395,175.952,26,-5,23,-0.011,0.007,-0.97,0,-0.001,0,0.97,0.408,0.01,0.36,-0.039,39.680581,-75.7523104,4.306,0,0.01,0.61,-8957,11.765,0,0,7,134,32481,13978,0,0,0,1,0,0,0,0
17.7.2015,30:49.0,34,-0.299,-0.511,176.332,-0.711,-0.344,175.842,57,-16,-51,-0.012,0.006,-0.969,-0.001,-0.001,0,0.969,0.407,0.008,0.496,1.366,39.680581,-75.7523104,4.306,0,0.01,0.61,-8957,11.763,0,0,7,80,32481,13979,0,0,0,1,0,0,0,0
17.7.2015,30:49.1,34,-0.334,-0.483,176.286,-0.888,-0.516,175.682,29,-11,5,-0.015,0.009,-0.967,-0.002,0.002,0.002,0.967,0.418,0.015,0.501,1.373,39.680581,-75.7523104,4.306,0,0.01,0.61,-8957,11.764,0,0,7,134,32481,13979,0,0,0,1,0,0,0,0
